KOBE-AM,MF 10a-1p
KTSM-AM,MF 10a-1p
WMCD-FM,MF 12n-3p
WTKS-AM,MF 12n-3p
WVOP-AM,MF 12n-3p
WJBO-AM,MF 11a-2p
WCJU-FM,MF 11a-2p
WJDX-AM,MF 11a-2p
WVBG-AM,MF 11a-2p
WSCC-FM,MF 12n-3p
WSJM-AM,MF 12n-3p
WSJM-FM,MF 12n-3p
WTRC-AM,MF 12n-3p
WTRC-FM,MF 12n-3p
WJCW-AM,MF 12n-3p
WNTK-FM,MF 12n-3p
WSNO-AM,MF 12n-3p
WUVR-AM,MF 12n-3p
WVMT-AM,MF 12n-3p
WJNC-AM,MF 12n-3p
WTIB-FM,MF 12n-3p
WTKF-FM,MF 12n-3p
KCPS-AM,MF 11a-2p
WGIL-AM,MF 12n-3p
WOC-AM,MF 11a-2p
KFAY-AM,MF 11a-2p
KWHN-AM,MF 11a-2p
WFRK-FM,MF 12n-3p
WHYM-AM,MF 12n-3p
WRNN-FM,MF 12n-3p
WBFD-AM,MF 12n-3p
WCED-AM,MF 12n-3p
WNTJ-AM,MF 12n-3p
WRSC-FM,MF 12n-3p
WRTA-AM,MF 12n-3p
WFIW-AM,MF 1-4p
WGBF-AM,MF 11a-2p
WITZ-AM,MF 12n-3p
WOMI-AM,MF 11a-2p
KBRL-AM,MF 11a-2p
KGFW-AM,MF 11a-2p
KLIN-AM,MF 11a-2p
KRGI-AM,MF 11a-2p
WFLA-FM,MF 12n-3p
WJHC-FM,MF 12n-3p
WJZS-FM,MF 12n-3p
WVGA-FM,MF 12n-3p
KKOH-AM,MF 9a-12n
KOWL-AM,MF 9a-12n
KSUE-AM,MF 9a-12n
KSFA-AM,MF 11a-2p
KTBB-AM,MF 11a-2p
WOWO-AM,MF 12n-3p
WOWO-FM,MF 12n-3p
KBOI-AM,MF 10a-1p
KELO-AM,MF 11a-2p
KELQ-FM,MF 11a-2p
KGFX-AM,MF 1-4p
WGAC-AM,MF 12n-3p
WGAC-FM,MF 12n-3p
WKBN-AM,MF 12n-3p
WHYN-AM,MF 12n-3p
WJIM-AM,MF 12n-3p
WKHM-AM,MF 12n-3p
KBRF-AM,MF 11a-2p
WZFG-AM,MF 11a-2p
WMBD-AM,MF 11a-2p
WRPW-FM,MF 11a-2p
WMAC-AM,MF 12n-3p
WATT-AM,MF 12n-3p
WBRN-AM,MF 12n-3p
WTCM-AM,MF 12n-3p
WHBB-AM,MF 11a-2p
WLWI-AM,MF 11a-2p
WTBF-AM,MF 11a-2p
KLOO-AM,MF 9a-12n
KPNW-AM,MF 9a-12n
KQEN-AM,MF 9a-12n
KWRO-AM,MF 9a-12n
KPEL-FM,MF 11a-2p
KPRL-AM,MF 9a-12n
KSMX-AM,MF 9a-12n
KTMS-AM,MF 9a-12n
KVEC-AM,MF 9a-12n
KFLD-AM,MF 9a-12n
KIT-AM,MF 9a-12n
KIT-FM,MF 9a-12n
KUJ-AM,MF 9a-12n
KUMA-AM,MF 9a-12n
KXLE-AM,MF 9a-12n
KSCO-AM,MF 9a-12n
WANI-AM,MF 11a-2p
WDAK-AM,MF 12n-3p
KNZR-AM,MF 9a-12n
KNZR-FM,MF 9a-12n
KWNO-AM,MF 11a-2p
WIZM-AM,MF 11a-2p
KKTX-AM,MF 11a-2p
KGNC-AM,MF 11a-2p
WAAV-AM,MF 12n-3p
KCFJ-AM,MF 9a-12n
KPAY-AM,MF 9a-12n
KQMS-AM,MF 9a-12n
KQMS-FM,MF 9a-12n
WKMQ-AM,MF 11a-2p
KMAJ-AM,MF 11a-2p
KMAN-AM,MF 11a-2p
WERL-AM,MF 11a-2p
WPFP-AM,MF 11a-2p
WSAU-AM,MF 11a-2p
WSAU-FM,MF 11a-2p
WROK-AM,MF 11a-2p
KMLB-AM,MF 11a-2p
KFRU-AM,MF 11a-2p
KWIX-AM,MF 11a-2p
KWOS-AM,MF 11a-2p
WATW-AM,MF 11a-2p
WDSM-AM,MF 11a-2p
WNMT-AM,MF 11a-2p
KAGO-AM,MF 9a-12n
KAJO-AM,MF 1-4p
KMED-AM,MF 9a-12n
KLVI-AM,MF 11a-2p
WGMD-FM,MF 12n-3p
WICO-FM,MF 12n-3p
KFYO-AM,MF 11a-2p
KVOP-AM,MF 11a-2p
KPNS-AM,MF 11a-2p
KWFS-AM,MF 11a-2p
KFYR-AM,MF 11a-12n/MF 1-3p
KRRZ-AM,MF 11a-2p
KTGO-AM,MF 11a-2p
KENI-AM,MF 9a-12n
KGTL-AM,MF 8-11a
KPEN-FM,MF 8-11a
KILR-AM,MF 11a-2p
KIWA-AM,MF 11a-2p
KSCJ-AM,MF 11a-2p
WJAG-AM,MF 1-4p
KPSI-AM,MF 9a-12n
WMGW-AM,MF 12n-3p
WNAE-AM,MF 12n-3p
WTIV-AM,MF 12n-3p
KBST-AM,MF 11a-2p
KCRS-AM,MF 11a-2p
WALG-AM,MF 12n-3p
KIOL-AM,MF 11a-2p
KZRG-AM,MF 11a-2p
KGLO-AM,MF 1-4p
WFLF-FM,MF 11a-2p
WAOV-AM,MF 11a-2p
WVOM-FM,MF 12n-3p
WWVA-AM,MF 12n-3p
WHIS-AM,MF 12n-3p
WRON-AM,MF 12n-3p
WNBF-AM,MF 12n-3p
WBUV-FM,MF 11a-2p
KEGE-FM,MF 10a-1p
KID-AM,MF 10a-1p
WSKY-FM,MF 12n-3p
KGVO-AM,MF 10a-1p
KGVO-FM,MF 10a-1p
KJJR-AM,MF 10a-1p
KXYL-AM,MF 11a-2p
KXYL-FM,MF 11a-2p
KYYW-AM,MF 11a-2p
KBLU-AM,MF 9a-12n
KROP-AM,MF 9a-12n
WCJU-AM,MF 11a-2p
WMXI-FM,MF 11a-2p
KBUL-AM,MF 10a-1p
KCHH-FM,MF 10a-1p
KODI-AM,MF 10a-1p
KPRK-AM,MF 10a-1p
WAJR-FM,MF 12n-3p
WBTQ-FM,MF 12n-3p
WTAD-AM,MF 11a-2p
WIBX-AM,MF 12n-3p
WDBT-FM,MF 11a-2p
KOTA-AM,MF 10a-1p
KROE-AM,MF 10a-1p
WLEA-AM,MF 12n-3p
WWLZ-AM,MF 12n-3p
KAOK-AM,MF 11a-2p
WQTK-FM,MF 12n-3p
WTNY-AM,MF 12n-3p
WTJJ-FM,MF 11a-2p
WTJS-AM,MF 11a-2p
WKCI-AM,MF 12n-3p
WKCY-AM,MF 12n-3p
KBDV-FM,MF 11a-2p
KSYL-AM,MF 11a-2p
WCHT-AM,MF 12n-3p
WDMJ-AM,MF 12n-3p
WFER-AM,MF 11a-2p
WIAN-AM,MF 12n-3p
WMIQ-AM,MF 11a-2p
WMPL-AM,MF 12n-3p
KBTM-AM,MF 11a-2p
WKCT-AM,MF 11a-2p
WCHV-AM,MF 12n-3p
WCHV-FM,MF 12n-3p
KNZZ-AM,MF 10a-1p
WALT-AM,MF 11a-2p
WALT-FM,MF 11a-2p
WHOC-AM,MF 11a-2p
WIMA-AM,MF 12n-3p
KMMS-AM,MF 10a-1p
KXTL-AM,MF 10a-1p
WNIX-AM,MF 11a-2p
KQDI-AM,MF 10a-1p
KLIX-AM,MF 10a-1p
KBND-AM,MF 9a-12n
WLTP-AM,MF 12n-3p
KINS-FM,MF 9a-12n
KPOD-AM,MF 9a-12n
KGAB-AM,MF 10a-1p
KOLT-AM,MF 10a-1p
KTWO-AM,MF 10a-1p
KVOW-AM,MF 10a-1p
KWOR-AM,MF 10a-1p
KKSA-AM,MF 11a-2p
KOOK-FM,MF 11a-2p
KFEQ-AM,MF 1-4p
KFBX-AM,MF 9a-12n
KVNN-AM,MF 11a-2p
WHIZ-AM,MF 12n-3p
KBLL-AM,MF 10a-12n/MF 12:30-1:30p
WEGP-AM,MF 12n-3p
KJNO-AM,MF 8-11a
KODY-AM,MF 11a-2p
WATZ-AM,MF 12n-3p
KTKN-AM,MF 8-11a
